Id. de pedido;Cliente;Empleado;Fecha de pedido;Fecha de entrega;Fecha de envío;Forma de envío;Cargo;Nombre de destinatario;Dirección de destinatario;Ciudad de destinatario;Región de destinatario;Código postal de destinatario;País de destinatario
11485;SAVEA;2;30/12/2018 00:00;27/1/2019 00:00;9/1/2019 00:00;3;$ 89,16;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11486;VAFFE;8;31/12/2018 00:00;14/1/2019 00:00;8/1/2019 00:00;3;$ 27,36;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
11487;EASTC;1;1/1/2019 00:00;29/1/2019 00:00;16/1/2019 00:00;3;$ 83,93;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
11488;RATTC;1;1/1/2019 00:00;29/1/2019 00:00;10/1/2019 00:00;1;$ 12,51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11489;ERNSH;8;2/1/2019 00:00;13/2/2019 00:00;10/1/2019 00:00;2;$ 67,88;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11490;ERNSH;4;3/1/2019 00:00;31/1/2019 00:00;9/1/2019 00:00;3;$ 73,79;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11491;MAGAA;2;3/1/2019 00:00;31/1/2019 00:00;8/1/2019 00:00;1;$ 155,97;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
11492;LINOD;1;6/1/2019 00:00;3/2/2019 00:00;22/1/2019 00:00;1;$ 34,82;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11493;QUEEN;7;7/1/2019 00:00;18/2/2019 00:00;13/1/2019 00:00;1;$ 108,04;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11494;OTTIK;2;7/1/2019 00:00;4/2/2019 00:00;30/1/2019 00:00;2;$ 91,48;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
11495;FOLIG;8;8/1/2019 00:00;5/2/2019 00:00;14/1/2019 00:00;1;$ 11,26;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;Francia
11496;OCEAN;3;9/1/2019 00:00;6/2/2019 00:00;14/1/2019 00:00;1;$ 29,83;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
11497;BOTTM;3;10/1/2019 00:00;7/2/2019 00:00;15/1/2019 00:00;3;$ 2,40;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11498;BOTTM;9;10/1/2019 00:00;7/2/2019 00:00;21/1/2019 00:00;3;$ 23,65;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11499;WARTH;8;13/1/2019 00:00;10/2/2019 00:00;15/1/2019 00:00;2;$ 3,77;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11500;LAMAI;3;14/1/2019 00:00;11/2/2019 00:00;16/1/2019 00:00;2;$ 95,66;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11501;FAMIA;2;14/1/2019 00:00;11/2/2019 00:00;17/1/2019 00:00;3;$ 21,48;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brasil
11502;HUNGC;3;15/1/2019 00:00;12/2/2019 00:00;24/1/2019 00:00;1;$ 0,20;Hungry Coyote Import Store;"City Center Plaza
516 Main St.";Elgin;OR;97827;Estados Unidos
11503;WARTH;8;16/1/2019 00:00;13/2/2019 00:00;27/1/2019 00:00;3;$ 22,72;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11504;SIMOB;4;16/1/2019 00:00;13/2/2019 00:00;28/1/2019 00:00;3;$ 70,29;Simons bistro;Vinbæltet 34;København;;1734;Dinamarca
11505;QUICK;4;17/1/2019 00:00;14/2/2019 00:00;24/1/2019 00:00;1;$ 17,55;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11506;RICSU;4;20/1/2019 00:00;17/2/2019 00:00;30/1/2019 00:00;2;$ 137,35;Richter Supermarkt;Starenweg 5;Genève;;1204;Suiza
11507;WELLI;3;21/1/2019 00:00;18/2/2019 00:00;27/1/2019 00:00;1;$ 44,12;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
11508;QUEDE;8;21/1/2019 00:00;4/3/2019 00:00;27/1/2019 00:00;1;$ 99,23;Que Delícia;Rua da Panificadora, 12;Río de Janeiro;RJ;02389-673;Brasil
11509;FRANS;2;22/1/2019 00:00;19/2/2019 00:00;31/1/2019 00:00;1;$ 3,02;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Italia
11510;GOURL;6;23/1/2019 00:00;6/2/2019 00:00;24/2/2019 00:00;3;$ 24,50;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11511;MEREP;7;23/1/2019 00:00;20/2/2019 00:00;27/1/2019 00:00;2;$ 370,61;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11512;LAMAI;6;24/1/2019 00:00;21/2/2019 00:00;14/2/2019 00:00;2;$ 7,93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11513;GALED;4;27/1/2019 00:00;24/2/2019 00:00;6/2/2019 00:00;1;$ 18,69;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;España
11514;PICCO;4;27/1/2019 00:00;24/2/2019 00:00;3/3/2019 00:00;2;$ 31,29;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
11515;REGGC;7;28/1/2019 00:00;25/2/2019 00:00;4/2/2019 00:00;1;$ 11,09;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11516;HUNGO;3;29/1/2019 00:00;12/3/2019 00:00;7/2/2019 00:00;2;$ 56,63;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11517;ERNSH;4;30/1/2019 00:00;13/2/2019 00:00;3/2/2019 00:00;1;$ 458,78;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11518;BOTTM;4;30/1/2019 00:00;13/2/2019 00:00;7/2/2019 00:00;2;$ 44,17;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11519;SPLIR;3;31/1/2019 00:00;14/2/2019 00:00;7/2/2019 00:00;2;$ 4,34;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;Estados Unidos
11520;PRINI;3;3/2/2019 00:00;3/3/2019 00:00;4/3/2019 00:00;3;$ 73,83;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
11521;FOLKO;3;3/2/2019 00:00;3/3/2019 00:00;13/2/2019 00:00;2;$ 17,92;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11522;CONSH;8;4/2/2019 00:00;18/3/2019 00:00;7/2/2019 00:00;2;$ 9,21;Consolidated Holdings;"Berkeley Gardens
12  Brewery ";London;;WX1 6LT;Reino Unido
11523;BLONP;3;5/2/2019 00:00;5/3/2019 00:00;11/2/2019 00:00;2;$ 156,66;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11524;WARTH;8;5/2/2019 00:00;5/3/2019 00:00;12/2/2019 00:00;1;$ 19,97;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11525;TOMSP;3;6/2/2019 00:00;6/3/2019 00:00;14/2/2019 00:00;2;$ 8,24;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Alemania
11526;MEREP;6;7/2/2019 00:00;7/3/2019 00:00;10/2/2019 00:00;3;$ 4,07;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11527;SAVEA;4;10/2/2019 00:00;10/3/2019 00:00;28/2/2019 00:00;2;$ 86,53;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11528;OLDWO;3;10/2/2019 00:00;24/3/2019 00:00;14/3/2019 00:00;2;$ 73,02;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;Estados Unidos
11529;ERNSH;3;11/2/2019 00:00;11/3/2019 00:00;18/2/2019 00:00;2;$ 47,94;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11530;REGGC;8;12/2/2019 00:00;12/3/2019 00:00;14/2/2019 00:00;1;$ 13,95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11531;BERGS;3;12/2/2019 00:00;12/3/2019 00:00;21/2/2019 00:00;3;$ 3,50;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11532;BERGS;3;13/2/2019 00:00;13/3/2019 00:00;20/2/2019 00:00;1;$ 9,30;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11533;TOMSP;6;14/2/2019 00:00;14/3/2019 00:00;19/2/2019 00:00;1;$ 14,68;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Alemania
11534;RICAR;4;14/2/2019 00:00;14/3/2019 00:00;7/3/2019 00:00;2;$ 68,66;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11535;RANCH;4;17/2/2019 00:00;17/3/2019 00:00;24/2/2019 00:00;2;$ 38,82;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
11536;BLONP;3;18/2/2019 00:00;18/3/2019 00:00;27/2/2019 00:00;2;$ 53,30;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11537;VICTE;8;19/2/2019 00:00;19/3/2019 00:00;11/3/2019 00:00;2;$ 7,23;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11538;QUICK;4;19/2/2019 00:00;5/3/2019 00:00;12/3/2019 00:00;3;$ 189,09;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11539;SAVEA;8;20/2/2019 00:00;20/3/2019 00:00;26/2/2019 00:00;1;$ 140,26;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11540;AROUT;1;21/2/2019 00:00;21/3/2019 00:00;26/2/2019 00:00;2;$ 25,36;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11541;LAMAI;4;21/2/2019 00:00;21/3/2019 00:00;25/2/2019 00:00;3;$ 2,74;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11542;WARTH;8;24/2/2019 00:00;7/4/2019 00:00;3/3/2019 00:00;2;$ 180,45;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11543;KOENE;8;25/2/2019 00:00;8/4/2019 00:00;28/2/2019 00:00;2;$ 8,12;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11544;KOENE;2;25/2/2019 00:00;25/3/2019 00:00;3/3/2019 00:00;1;$ 11,57;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11545;SUPRD;7;26/2/2019 00:00;26/3/2019 00:00;4/3/2019 00:00;3;$ 147,06;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11546;VICTE;4;27/2/2019 00:00;27/3/2019 00:00;28/2/2019 00:00;2;$ 25,09;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11547;FOLKO;8;28/2/2019 00:00;28/3/2019 00:00;3/3/2019 00:00;1;$ 16,27;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11548;LILAS;1;28/2/2019 00:00;28/3/2019 00:00;5/3/2019 00:00;3;$ 148,61;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11549;CONSH;2;3/3/2019 00:00;31/3/2019 00:00;18/3/2019 00:00;1;$ 6,17;Consolidated Holdings;"Berkeley Gardens
12  Brewery ";London;;WX1 6LT;Reino Unido
11550;SUPRD;5;4/3/2019 00:00;1/4/2019 00:00;6/3/2019 00:00;3;$ 14,78;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11551;FURIB;4;4/3/2019 00:00;1/4/2019 00:00;14/3/2019 00:00;2;$ 89,00;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
11552;VAFFE;1;5/3/2019 00:00;2/4/2019 00:00;14/3/2019 00:00;3;$ 145,04;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
11553;COMMI;4;6/3/2019 00:00;3/4/2019 00:00;13/3/2019 00:00;1;$ 11,93;Comércio Mineiro;Av. dos Lusíadas, 23;São Paulo;SP;05432-043;Brasil
11554;MAGAA;8;6/3/2019 00:00;3/4/2019 00:00;11/3/2019 00:00;2;$ 4,93;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
11555;KOENE;3;7/3/2019 00:00;4/4/2019 00:00;12/3/2019 00:00;3;$ 44,12;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11556;WHITC;1;10/3/2019 00:00;7/4/2019 00:00;14/3/2019 00:00;1;$ 60,18;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11557;BONAP;4;11/3/2019 00:00;8/4/2019 00:00;14/3/2019 00:00;2;$ 64,56;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11558;BSBEV;2;11/3/2019 00:00;8/4/2019 00:00;18/3/2019 00:00;3;$ 45,59;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
11559;SEVES;8;12/3/2019 00:00;9/4/2019 00:00;19/3/2019 00:00;1;$ 4,20;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
11560;ISLAT;1;13/3/2019 00:00;27/3/2019 00:00;21/3/2019 00:00;3;$ 16,37;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
11561;PERIC;5;13/3/2019 00:00;10/4/2019 00:00;21/3/2019 00:00;2;$ 83,49;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;5033;México
11562;SUPRD;9;14/3/2019 00:00;11/4/2019 00:00;4/4/2019 00:00;1;$ 68,52;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11563;HILAA;8;17/3/2019 00:00;14/4/2019 00:00;24/3/2019 00:00;3;$ 4,41;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11564;PRINI;5;17/3/2019 00:00;14/4/2019 00:00;25/3/2019 00:00;2;$ 13,02;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
11565;VICTE;2;18/3/2019 00:00;1/4/2019 00:00;26/3/2019 00:00;3;$ 4,81;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11566;RATTC;3;19/3/2019 00:00;16/4/2019 00:00;21/3/2019 00:00;3;$ 708,95;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11567;FOLIG;6;20/3/2019 00:00;17/4/2019 00:00;24/3/2019 00:00;2;$ 1,35;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;Francia
11568;RICAR;8;20/3/2019 00:00;17/4/2019 00:00;25/3/2019 00:00;2;$ 64,33;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11569;LAZYK;1;21/3/2019 00:00;18/4/2019 00:00;10/4/2019 00:00;3;$ 7,48;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;Estados Unidos
11570;WHITC;7;24/3/2019 00:00;21/4/2019 00:00;25/4/2019 00:00;2;$ 15,28;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11571;BSBEV;3;24/3/2019 00:00;21/4/2019 00:00;1/4/2019 00:00;3;$ 6,88;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
11572;LINOD;4;25/3/2019 00:00;8/4/2019 00:00;31/3/2019 00:00;2;$ 64,45;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11573;HILAA;1;26/3/2019 00:00;23/4/2019 00:00;2/4/2019 00:00;2;$ 30,53;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11574;QUEEN;2;26/3/2019 00:00;23/4/2019 00:00;28/3/2019 00:00;2;$ 71,07;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11575;FRANK;8;27/3/2019 00:00;24/4/2019 00:00;2/4/2019 00:00;2;$ 4,93;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11576;PICCO;6;28/3/2019 00:00;25/4/2019 00:00;9/4/2019 00:00;2;$ 5,29;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
11577;HILAA;7;31/3/2019 00:00;28/4/2019 00:00;3/4/2019 00:00;2;$ 210,19;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11578;FURIB;8;31/3/2019 00:00;28/4/2019 00:00;8/4/2019 00:00;3;$ 16,96;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
11579;BOTTM;3;1/4/2019 00:00;29/4/2019 00:00;11/4/2019 00:00;1;$ 62,89;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
11580;LAMAI;4;2/4/2019 00:00;30/4/2019 00:00;10/4/2019 00:00;3;$ 10,64;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11581;COMMI;4;2/4/2019 00:00;30/4/2019 00:00;9/4/2019 00:00;2;$ 65,99;Comércio Mineiro;Av. dos Lusíadas, 23;São Paulo;SP;05432-043;Brasil
11582;LAUGB;3;3/4/2019 00:00;1/5/2019 00:00;11/4/2019 00:00;3;$ 4,65;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canadá
11583;TRADH;7;4/4/2019 00:00;2/5/2019 00:00;7/4/2019 00:00;2;$ 46,77;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
11584;LEHMS;7;4/4/2019 00:00;2/5/2019 00:00;7/4/2019 00:00;1;$ 36,21;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11585;HILAA;8;7/4/2019 00:00;5/5/2019 00:00;11/4/2019 00:00;2;$ 29,75;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11586;LILAS;4;8/4/2019 00:00;6/5/2019 00:00;16/4/2019 00:00;2;$ 102,02;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11587;LAMAI;6;9/4/2019 00:00;7/5/2019 00:00;17/4/2019 00:00;1;$ 42,68;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11588;BLAUS;9;9/4/2019 00:00;7/5/2019 00:00;16/4/2019 00:00;3;$ 8,85;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemania
11589;PERIC;2;10/4/2019 00:00;8/5/2019 00:00;29/4/2019 00:00;1;$ 69,32;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;5033;México
11590;HUNGO;6;11/4/2019 00:00;9/5/2019 00:00;16/4/2019 00:00;2;$ 16,74;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11591;WHITC;4;11/4/2019 00:00;9/5/2019 00:00;18/4/2019 00:00;3;$ 59,13;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11592;MEREP;3;14/4/2019 00:00;12/5/2019 00:00;21/4/2019 00:00;3;$ 7,13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11593;KOENE;9;15/4/2019 00:00;13/5/2019 00:00;2/5/2019 00:00;2;$ 21,19;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11594;ANTON;7;15/4/2019 00:00;13/5/2019 00:00;22/4/2019 00:00;1;$ 47,45;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;México
11595;OTTIK;1;16/4/2019 00:00;14/5/2019 00:00;13/5/2019 00:00;2;$ 4,99;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
11596;BLAUS;4;17/4/2019 00:00;15/5/2019 00:00;29/4/2019 00:00;1;$ 0,15;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemania
11597;SAVEA;6;18/4/2019 00:00;16/5/2019 00:00;28/4/2019 00:00;3;$ 367,63;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11598;BONAP;4;18/4/2019 00:00;16/5/2019 00:00;21/4/2019 00:00;3;$ 350,64;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11599;FAMIA;7;21/4/2019 00:00;19/5/2019 00:00;24/4/2019 00:00;2;$ 3,53;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brasil
11600;WANDK;7;22/4/2019 00:00;3/6/2019 00:00;28/4/2019 00:00;1;$ 105,65;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Alemania
11601;ERNSH;3;22/4/2019 00:00;20/5/2019 00:00;16/5/2019 00:00;2;$ 789,95;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11602;QUICK;2;23/4/2019 00:00;7/5/2019 00:00;23/5/2019 00:00;1;$ 204,47;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11603;HUNGO;2;24/4/2019 00:00;22/5/2019 00:00;1/5/2019 00:00;3;$ 62,78;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11604;NORTS;3;24/4/2019 00:00;22/5/2019 00:00;29/4/2019 00:00;3;$ 32,07;North/South;"South House
300 Queensbridge";London;;SW7 1RZ;Reino Unido
11605;TORTU;4;25/4/2019 00:00;9/5/2019 00:00;5/5/2019 00:00;2;$ 218,15;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;México
11606;CHOPS;6;28/4/2019 00:00;26/5/2019 00:00;1/5/2019 00:00;3;$ 91,76;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suiza
11607;SANTG;7;29/4/2019 00:00;27/5/2019 00:00;1/5/2019 00:00;1;$ 13,37;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Noruega
11608;CACTU;8;29/4/2019 00:00;27/5/2019 00:00;2/5/2019 00:00;2;$ 17,22;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
11609;LEHMS;4;30/4/2019 00:00;28/5/2019 00:00;6/5/2019 00:00;1;$ 45,33;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11610;SEVES;7;1/5/2019 00:00;29/5/2019 00:00;30/5/2019 00:00;2;$ 77,63;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
11611;BERGS;1;1/5/2019 00:00;29/5/2019 00:00;7/5/2019 00:00;2;$ 244,79;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11612;BONAP;1;2/5/2019 00:00;30/5/2019 00:00;23/5/2019 00:00;2;$ 11,06;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11613;WARTH;4;5/5/2019 00:00;2/6/2019 00:00;15/5/2019 00:00;2;$ 58,59;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11614;QUICK;7;5/5/2019 00:00;2/6/2019 00:00;7/5/2019 00:00;1;$ 41,90;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11615;GREAL;6;6/5/2019 00:00;20/5/2019 00:00;9/5/2019 00:00;2;$ 3,35;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
11616;MAISD;5;7/5/2019 00:00;4/6/2019 00:00;9/5/2019 00:00;2;$ 66,69;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
11617;PICCO;3;8/5/2019 00:00;5/6/2019 00:00;12/5/2019 00:00;2;$ 339,22;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
11618;OCEAN;7;8/5/2019 00:00;5/6/2019 00:00;19/5/2019 00:00;1;$ 8,12;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
11619;EASTC;7;9/5/2019 00:00;6/6/2019 00:00;12/5/2019 00:00;3;$ 74,46;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
11620;FOLKO;8;12/5/2019 00:00;9/6/2019 00:00;22/5/2019 00:00;1;$ 188,04;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11621;LEHMS;8;12/5/2019 00:00;9/6/2019 00:00;14/5/2019 00:00;2;$ 27,94;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11622;ANTON;4;13/5/2019 00:00;10/6/2019 00:00;21/5/2019 00:00;1;$ 15,64;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;México
11623;LEHMS;3;14/5/2019 00:00;11/6/2019 00:00;6/6/2019 00:00;2;$ 58,88;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11624;RICSU;1;14/5/2019 00:00;28/5/2019 00:00;19/5/2019 00:00;1;$ 78,85;Richter Supermarkt;Starenweg 5;Genève;;1204;Suiza
11625;BSBEV;9;15/5/2019 00:00;12/6/2019 00:00;16/5/2019 00:00;3;$ 4,87;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
11626;BSBEV;6;16/5/2019 00:00;13/6/2019 00:00;23/5/2019 00:00;3;$ 12,36;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
11627;QUICK;3;19/5/2019 00:00;16/6/2019 00:00;13/6/2019 00:00;3;$ 1.007,64;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11628;HANAR;2;19/5/2019 00:00;16/6/2019 00:00;29/5/2019 00:00;1;$ 68,65;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
11629;KOENE;1;20/5/2019 00:00;17/6/2019 00:00;26/5/2019 00:00;3;$ 10,95;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11630;LILAS;8;21/5/2019 00:00;18/6/2019 00:00;23/5/2019 00:00;2;$ 48,17;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11631;LONEP;4;21/5/2019 00:00;18/6/2019 00:00;30/5/2019 00:00;1;$ 24,91;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;Estados Unidos
11632;LAZYK;8;22/5/2019 00:00;19/6/2019 00:00;26/6/2019 00:00;2;$ 11,92;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;Estados Unidos
11633;VICTE;1;23/5/2019 00:00;20/6/2019 00:00;27/5/2019 00:00;3;$ 194,72;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11634;SEVES;3;23/5/2019 00:00;20/6/2019 00:00;2/6/2019 00:00;2;$ 178,43;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
